Date;Household_ID;Household_Size; Income (£) ;Region;Urban_Rural;Education_Level;Marital_Status;Children;Age_Group;Occupation;Weekly_Grocery_Expenditure;Fridge_Size;Freezer_Size;Food_Preferences;Cooking_Frequency;Leftover_Frequency;Grocery_Shopping_Frequency;Grocery_Store_Type;Organic_Food_Preference;Food_Waste_Perception;Awareness_Programs;Composting_Facility;Food_Waste_Reasons;Food_Preservation_Methods;Food_Waste_Education;Cooking_Skills;Meal_Planning_Frequency;Food_Waste_Quantification;Perishable_Food_Management;Food_Donation_Frequency;Food_Waste_Reduction_Strategies;Technology_Use;Food_Waste_Reduction_Success;Food_Type;Purchase_Quantity;Waste_Quantity
29/09/2038;5751;3;56,914.00;East;Rural;Bachelor;Divorced;2;46-60;Unemployed;100;Large;Large;Vegetarian;Weekly;Rarely;Daily;Local;No;High;No;No;Spoilage;Freezing;No;High;Weekly;Sometimes;Preservation;Rarely;Meal Planning;Moderate;Not Successful;Meat;7;4
30/09/2038;5752;2;69,162.00;South;Urban;Master;Married;0;18-30;Employed;254;Large;Medium;Vegetarian;Rarely;Weekly;Weekly;Online;Yes;Moderate;Yes;Yes;Portion Control;Refrigeration;No;Moderate;Rarely;Regularly;Preservation;Regularly;Reduced Portions;High;Successful;Meat;7;4
01/10/2038;5753;3;45,431.00;North;Urban;High School;Single;2;46-60;Employed;221;Large;Medium;Vegetarian;Daily;Rarely;Daily;Supermarket;Yes;Moderate;No;No;Excess Purchases;Freezing;No;High;Weekly;Rarely;Storage;Regularly;Smart Shopping;Moderate;Partial;Fruits;7;4
02/10/2038;5754;4;57,285.00;East;Urban;Master;Married;2;18-30;Student;105;Medium;Small;Non-Vegetarian;Rarely;Weekly;Monthly;Online;Yes;High;Yes;Yes;Portion Control;Refrigeration;Yes;Moderate;Weekly;Rarely;Storage;Rarely;Meal Planning;Moderate;Successful;Vegetables;7;0
03/10/2038;5755;3;50,076.00;East;Urban;Bachelor;Married;1;61;Employed;40;Small;Large;Vegetarian;Weekly;Weekly;Weekly;Local;No;Moderate;No;No;Spoilage;Refrigeration;No;Moderate;Rarely;Rarely;Prompt Consumption;Occasionally;Reduced Portions;Low;Partial;Vegetables;7;3
04/10/2038;5756;3;58,854.00;South;Rural;PhD;Single;2;18-30;Employed;297;Medium;Large;Vegetarian;Rarely;Daily;Monthly;Supermarket;Yes;Low;No;No;Excess Purchases;Canning;No;Low;Daily;Sometimes;Prompt Consumption;Occasionally;Reduced Portions;High;Not Successful;Fruits;7;5
05/10/2038;5757;2;29,680.00;North;Urban;High School;Married;0;46-60;Unemployed;278;Medium;Large;Non-Vegetarian;Weekly;Weekly;Weekly;Supermarket;No;Low;Yes;No;Portion Control;Canning;No;Low;Daily;Rarely;Preservation;Rarely;Smart Shopping;High;Partial;Fruits;7;1
06/10/2038;5758;1;61,045.00;West;Rural;Bachelor;Single;0;18-30;Unemployed;37;Small;Medium;Vegetarian;Rarely;Daily;Monthly;Supermarket;Yes;Moderate;No;No;Portion Control;Freezing;No;Moderate;Rarely;Rarely;Prompt Consumption;Occasionally;Reduced Portions;High;Not Successful;Vegetables;7;5
07/10/2038;5759;2;46,688.00;West;Rural;Bachelor;Married;0;61;Employed;272;Large;Medium;Vegetarian;Rarely;Weekly;Weekly;Local;No;Moderate;No;Yes;Excess Purchases;Freezing;No;Moderate;Rarely;Regularly;Storage;Regularly;Smart Shopping;High;Partial;Meat;7;3
08/10/2038;5760;3;49,059.00;West;Urban;Master;Married;1;31-45;Unemployed;47;Small;Large;Non-Vegetarian;Daily;Rarely;Monthly;Supermarket;Yes;Low;Yes;No;Spoilage;Freezing;Yes;High;Daily;Regularly;Prompt Consumption;Rarely;Meal Planning;Moderate;Successful;Fruits;7;4
09/10/2038;5761;2;71,963.00;West;Urban;Bachelor;Divorced;1;46-60;Unemployed;101;Large;Large;Non-Vegetarian;Weekly;Rarely;Daily;Local;No;High;Yes;Yes;Portion Control;Freezing;Yes;High;Weekly;Sometimes;Preservation;Regularly;Meal Planning;Low;Successful;Vegetables;7;4
10/10/2038;5762;1;60,682.00;South;Urban;Bachelor;Single;0;46-60;Unemployed;243;Medium;Medium;Non-Vegetarian;Rarely;Daily;Weekly;Supermarket;Yes;High;No;Yes;Excess Purchases;Refrigeration;No;High;Weekly;Regularly;Prompt Consumption;Rarely;Reduced Portions;Moderate;Partial;Fruits;7;6
11/10/2038;5763;2;73,090.00;West;Rural;Bachelor;Married;0;61;Employed;27;Large;Small;Vegetarian;Rarely;Weekly;Weekly;Supermarket;No;Moderate;No;Yes;Excess Purchases;Canning;No;Moderate;Daily;Sometimes;Storage;Regularly;Meal Planning;High;Not Successful;Fruits;7;3
12/10/2038;5764;4;41,282.00;West;Rural;High School;Divorced;3;46-60;Employed;280;Small;Small;Vegetarian;Rarely;Rarely;Daily;Supermarket;No;High;Yes;No;Excess Purchases;Freezing;No;Low;Daily;Regularly;Prompt Consumption;Rarely;Smart Shopping;Moderate;Partial;Seafood;7;5
13/10/2038;5765;2;53,307.00;South;Urban;High School;Divorced;1;18-30;Unemployed;189;Large;Large;Vegetarian;Rarely;Rarely;Daily;Online;No;High;No;No;Spoilage;Canning;No;Low;Rarely;Rarely;Preservation;Regularly;Meal Planning;Moderate;Partial;Vegetables;7;2
14/10/2038;5766;3;66,169.00;East;Rural;PhD;Married;1;46-60;Student;280;Large;Medium;Non-Vegetarian;Daily;Daily;Monthly;Supermarket;Yes;Low;Yes;Yes;Portion Control;Refrigeration;No;Low;Weekly;Regularly;Preservation;Rarely;Meal Planning;Moderate;Not Successful;Meat;7;0
15/10/2038;5767;4;31,665.00;South;Rural;Master;Divorced;3;31-45;Employed;233;Large;Small;Non-Vegetarian;Rarely;Weekly;Monthly;Supermarket;Yes;Moderate;Yes;Yes;Portion Control;Canning;Yes;Moderate;Daily;Rarely;Prompt Consumption;Regularly;Reduced Portions;Low;Successful;Meat;7;6
16/10/2038;5768;2;45,803.00;East;Rural;Bachelor;Divorced;1;31-45;Unemployed;245;Medium;Medium;Non-Vegetarian;Rarely;Weekly;Weekly;Supermarket;Yes;Moderate;No;Yes;Spoilage;Refrigeration;No;Low;Daily;Sometimes;Prompt Consumption;Rarely;Meal Planning;Moderate;Not Successful;Fruits;7;2
17/10/2038;5769;1;65,651.00;North;Rural;High School;Single;0;18-30;Employed;208;Small;Small;Non-Vegetarian;Weekly;Daily;Weekly;Online;Yes;Low;No;Yes;Excess Purchases;Freezing;No;High;Weekly;Regularly;Prompt Consumption;Occasionally;Reduced Portions;High;Not Successful;Seafood;7;5
18/10/2038;5770;1;37,553.00;West;Urban;Master;Single;0;61;Student;148;Large;Small;Vegetarian;Rarely;Daily;Monthly;Supermarket;Yes;Moderate;No;Yes;Excess Purchases;Freezing;No;Moderate;Daily;Sometimes;Preservation;Occasionally;Smart Shopping;High;Partial;Vegetables;7;0
19/10/2038;5771;2;59,569.00;North;Rural;High School;Single;1;46-60;Student;172;Small;Small;Non-Vegetarian;Rarely;Weekly;Daily;Local;Yes;High;Yes;No;Excess Purchases;Freezing;No;High;Rarely;Sometimes;Preservation;Rarely;Reduced Portions;Low;Partial;Vegetables;7;4
20/10/2038;5772;4;73,057.00;North;Urban;Bachelor;Married;2;46-60;Unemployed;276;Small;Large;Vegetarian;Rarely;Weekly;Monthly;Local;Yes;Moderate;Yes;Yes;Spoilage;Freezing;No;Moderate;Rarely;Regularly;Prompt Consumption;Occasionally;Smart Shopping;Low;Successful;Fruits;7;5
21/10/2038;5773;4;34,663.00;East;Urban;Master;Divorced;3;31-45;Employed;137;Medium;Small;Vegetarian;Rarely;Daily;Daily;Supermarket;No;High;No;No;Portion Control;Canning;No;Low;Rarely;Sometimes;Preservation;Rarely;Meal Planning;Low;Not Successful;Meat;7;5
22/10/2038;5774;3;58,579.00;West;Rural;Master;Divorced;2;31-45;Student;152;Small;Medium;Vegetarian;Rarely;Rarely;Weekly;Supermarket;No;Low;Yes;No;Portion Control;Freezing;No;Low;Weekly;Sometimes;Storage;Regularly;Smart Shopping;High;Not Successful;Meat;7;5
23/10/2038;5775;4;65,753.00;East;Rural;PhD;Divorced;3;46-60;Employed;145;Large;Small;Non-Vegetarian;Daily;Rarely;Daily;Supermarket;No;High;No;Yes;Portion Control;Refrigeration;No;Moderate;Weekly;Regularly;Preservation;Rarely;Reduced Portions;High;Not Successful;Meat;7;1
24/10/2038;5776;1;37,895.00;North;Urban;Bachelor;Divorced;0;31-45;Unemployed;159;Small;Small;Non-Vegetarian;Weekly;Weekly;Monthly;Online;No;Moderate;No;No;Excess Purchases;Refrigeration;No;Low;Rarely;Regularly;Storage;Regularly;Reduced Portions;Moderate;Not Successful;Fruits;7;3
25/10/2038;5777;5;29,884.00;West;Rural;PhD;Married;3;46-60;Unemployed;262;Small;Large;Vegetarian;Rarely;Daily;Daily;Supermarket;No;Moderate;No;No;Spoilage;Canning;No;Low;Weekly;Sometimes;Prompt Consumption;Occasionally;Meal Planning;Low;Partial;Seafood;7;0
26/10/2038;5778;2;30,145.00;South;Urban;High School;Married;0;61;Student;117;Large;Large;Vegetarian;Rarely;Weekly;Daily;Local;No;Moderate;No;No;Spoilage;Canning;No;High;Weekly;Rarely;Storage;Regularly;Reduced Portions;High;Not Successful;Vegetables;7;0
27/10/2038;5779;4;29,363.00;South;Urban;PhD;Single;3;31-45;Unemployed;118;Medium;Large;Vegetarian;Daily;Weekly;Daily;Supermarket;Yes;High;Yes;Yes;Spoilage;Refrigeration;No;High;Weekly;Sometimes;Prompt Consumption;Occasionally;Smart Shopping;Low;Partial;Vegetables;7;3
28/10/2038;5780;1;29,772.00;East;Rural;High School;Divorced;0;18-30;Employed;204;Small;Medium;Non-Vegetarian;Rarely;Daily;Monthly;Online;No;High;Yes;Yes;Spoilage;Canning;Yes;High;Daily;Sometimes;Storage;Occasionally;Reduced Portions;Moderate;Successful;Seafood;7;6
29/10/2038;5781;2;29,529.00;North;Rural;Bachelor;Married;0;46-60;Employed;95;Large;Small;Vegetarian;Rarely;Daily;Daily;Supermarket;Yes;High;Yes;No;Portion Control;Freezing;Yes;Low;Weekly;Sometimes;Preservation;Regularly;Reduced Portions;Moderate;Partial;Fruits;7;3
30/10/2038;5782;2;63,082.00;North;Urban;Bachelor;Married;0;46-60;Employed;105;Medium;Small;Vegetarian;Rarely;Weekly;Weekly;Local;No;Moderate;Yes;Yes;Excess Purchases;Canning;Yes;Low;Rarely;Regularly;Storage;Regularly;Reduced Portions;Moderate;Successful;Meat;7;4
31/10/2038;5783;2;64,048.00;North;Urban;PhD;Divorced;1;31-45;Employed;165;Medium;Medium;Vegetarian;Rarely;Rarely;Daily;Online;No;Moderate;Yes;No;Portion Control;Freezing;Yes;Low;Rarely;Rarely;Preservation;Occasionally;Smart Shopping;High;Partial;Vegetables;7;2
01/11/2038;5784;4;36,754.00;East;Rural;Master;Single;3;61;Unemployed;183;Small;Large;Non-Vegetarian;Rarely;Daily;Daily;Supermarket;No;Moderate;Yes;No;Spoilage;Freezing;No;High;Weekly;Rarely;Storage;Rarely;Meal Planning;Low;Successful;Fruits;7;3
02/11/2038;5785;1;42,030.00;North;Urban;Bachelor;Divorced;0;31-45;Student;21;Medium;Small;Vegetarian;Daily;Weekly;Daily;Online;Yes;Low;Yes;Yes;Spoilage;Canning;Yes;Low;Weekly;Regularly;Storage;Occasionally;Reduced Portions;Moderate;Successful;Vegetables;7;4
03/11/2038;5786;2;49,439.00;South;Urban;Master;Divorced;1;18-30;Unemployed;98;Small;Medium;Vegetarian;Rarely;Rarely;Weekly;Online;Yes;High;Yes;Yes;Excess Purchases;Freezing;Yes;Low;Rarely;Rarely;Storage;Rarely;Smart Shopping;Moderate;Successful;Vegetables;7;0
04/11/2038;5787;4;38,939.00;West;Rural;PhD;Married;2;31-45;Student;135;Medium;Small;Non-Vegetarian;Rarely;Daily;Monthly;Supermarket;Yes;Moderate;No;Yes;Portion Control;Refrigeration;No;Low;Rarely;Sometimes;Preservation;Occasionally;Meal Planning;Low;Not Successful;Fruits;7;2
05/11/2038;5788;3;72,162.00;South;Urban;Master;Single;2;31-45;Unemployed;157;Small;Small;Vegetarian;Weekly;Daily;Daily;Supermarket;No;Low;No;Yes;Excess Purchases;Freezing;No;Low;Weekly;Rarely;Prompt Consumption;Regularly;Reduced Portions;Moderate;Partial;Vegetables;7;2
06/11/2038;5789;2;31,526.00;East;Rural;Bachelor;Divorced;1;18-30;Employed;96;Small;Small;Vegetarian;Rarely;Rarely;Weekly;Supermarket;No;Low;No;No;Excess Purchases;Freezing;No;Low;Weekly;Regularly;Prompt Consumption;Regularly;Meal Planning;High;Not Successful;Seafood;7;1
07/11/2038;5790;3;74,973.00;South;Rural;High School;Married;1;46-60;Employed;130;Small;Small;Non-Vegetarian;Rarely;Weekly;Daily;Supermarket;No;High;Yes;Yes;Spoilage;Freezing;No;High;Weekly;Regularly;Preservation;Rarely;Reduced Portions;High;Partial;Fruits;7;2
08/11/2038;5791;2;63,804.00;South;Rural;Master;Divorced;1;46-60;Employed;273;Small;Medium;Non-Vegetarian;Weekly;Weekly;Daily;Local;Yes;Moderate;No;No;Spoilage;Refrigeration;No;High;Rarely;Rarely;Prompt Consumption;Rarely;Reduced Portions;Moderate;Not Successful;Fruits;7;4
09/11/2038;5792;4;30,542.00;East;Urban;PhD;Divorced;3;31-45;Student;99;Small;Medium;Non-Vegetarian;Weekly;Daily;Daily;Supermarket;Yes;Moderate;No;No;Spoilage;Canning;No;Moderate;Weekly;Regularly;Storage;Occasionally;Meal Planning;Low;Not Successful;Vegetables;7;4
10/11/2038;5793;4;33,494.00;South;Rural;PhD;Married;2;31-45;Employed;21;Large;Medium;Non-Vegetarian;Daily;Rarely;Daily;Supermarket;Yes;Low;Yes;No;Spoilage;Refrigeration;No;Low;Daily;Sometimes;Storage;Occasionally;Reduced Portions;Low;Successful;Fruits;7;4
11/11/2038;5794;2;55,960.00;North;Rural;PhD;Married;0;61;Employed;115;Medium;Large;Vegetarian;Weekly;Daily;Weekly;Supermarket;Yes;Moderate;Yes;No;Excess Purchases;Refrigeration;Yes;Low;Rarely;Regularly;Preservation;Regularly;Smart Shopping;Moderate;Successful;Seafood;7;2
12/11/2038;5795;2;29,496.00;North;Rural;Bachelor;Married;0;61;Student;68;Medium;Small;Vegetarian;Rarely;Daily;Daily;Supermarket;No;High;Yes;No;Excess Purchases;Canning;No;Moderate;Rarely;Regularly;Prompt Consumption;Regularly;Reduced Portions;Moderate;Partial;Fruits;7;1
13/11/2038;5796;2;69,756.00;South;Rural;Bachelor;Single;1;18-30;Employed;253;Small;Medium;Non-Vegetarian;Weekly;Rarely;Daily;Online;No;Low;No;Yes;Excess Purchases;Freezing;No;Low;Weekly;Regularly;Preservation;Regularly;Smart Shopping;High;Partial;Vegetables;7;2
14/11/2038;5797;2;58,677.00;North;Rural;Master;Married;0;31-45;Student;76;Medium;Medium;Non-Vegetarian;Daily;Rarely;Daily;Supermarket;No;High;Yes;Yes;Spoilage;Freezing;Yes;Low;Daily;Rarely;Preservation;Rarely;Reduced Portions;High;Successful;Meat;7;4
15/11/2038;5798;2;58,370.00;West;Urban;High School;Single;1;18-30;Unemployed;214;Medium;Medium;Non-Vegetarian;Weekly;Rarely;Weekly;Online;No;High;Yes;No;Portion Control;Freezing;No;Low;Rarely;Regularly;Prompt Consumption;Regularly;Meal Planning;Moderate;Partial;Fruits;7;4
16/11/2038;5799;3;33,763.00;West;Rural;Bachelor;Divorced;2;31-45;Unemployed;210;Small;Medium;Vegetarian;Rarely;Weekly;Monthly;Supermarket;No;Moderate;Yes;No;Excess Purchases;Freezing;No;Moderate;Daily;Regularly;Preservation;Rarely;Meal Planning;Low;Partial;Fruits;7;2
17/11/2038;5800;1;50,489.00;South;Urban;PhD;Single;0;31-45;Student;294;Medium;Medium;Non-Vegetarian;Daily;Daily;Daily;Supermarket;No;Moderate;Yes;No;Spoilage;Canning;Yes;Low;Daily;Rarely;Prompt Consumption;Occasionally;Reduced Portions;High;Successful;Vegetables;7;4
18/11/2038;5801;2;74,626.00;South;Rural;Master;Married;0;46-60;Student;240;Large;Large;Vegetarian;Rarely;Daily;Daily;Local;No;High;Yes;Yes;Portion Control;Canning;Yes;Moderate;Weekly;Rarely;Prompt Consumption;Occasionally;Meal Planning;Moderate;Successful;Meat;7;3
19/11/2038;5802;1;29,423.00;East;Urban;Master;Divorced;0;61;Employed;79;Large;Medium;Vegetarian;Daily;Daily;Daily;Supermarket;No;High;Yes;No;Spoilage;Canning;No;Low;Weekly;Regularly;Preservation;Regularly;Smart Shopping;High;Partial;Vegetables;7;1
20/11/2038;5803;2;61,497.00;North;Rural;Master;Divorced;1;61;Unemployed;44;Large;Large;Vegetarian;Weekly;Weekly;Daily;Supermarket;No;High;Yes;Yes;Portion Control;Canning;Yes;High;Daily;Rarely;Prompt Consumption;Regularly;Smart Shopping;High;Partial;Meat;7;0
21/11/2038;5804;4;57,861.00;East;Urban;Bachelor;Married;2;46-60;Unemployed;134;Small;Large;Non-Vegetarian;Daily;Rarely;Daily;Supermarket;Yes;High;No;No;Spoilage;Refrigeration;No;High;Daily;Sometimes;Prompt Consumption;Rarely;Meal Planning;High;Not Successful;Vegetables;7;5
22/11/2038;5805;1;73,680.00;West;Rural;High School;Divorced;0;18-30;Student;159;Medium;Small;Non-Vegetarian;Daily;Rarely;Daily;Online;No;Moderate;No;No;Spoilage;Freezing;No;High;Rarely;Regularly;Prompt Consumption;Regularly;Smart Shopping;High;Not Successful;Meat;7;6
23/11/2038;5806;4;50,000.00;East;Rural;Bachelor;Divorced;3;18-30;Unemployed;173;Small;Medium;Vegetarian;Rarely;Daily;Daily;Online;Yes;Moderate;No;No;Spoilage;Freezing;No;Moderate;Rarely;Rarely;Preservation;Regularly;Meal Planning;Moderate;Partial;Fruits;7;6
24/11/2038;5807;2;62,139.00;West;Rural;High School;Divorced;1;46-60;Student;23;Medium;Medium;Non-Vegetarian;Daily;Weekly;Daily;Local;No;High;Yes;Yes;Portion Control;Freezing;No;Low;Daily;Sometimes;Preservation;Rarely;Smart Shopping;Low;Partial;Fruits;7;3
25/11/2038;5808;2;40,810.00;East;Rural;Master;Married;0;61;Unemployed;126;Small;Large;Vegetarian;Rarely;Weekly;Weekly;Local;No;Low;Yes;No;Portion Control;Refrigeration;Yes;Moderate;Daily;Rarely;Prompt Consumption;Regularly;Meal Planning;Low;Successful;Seafood;7;3
26/11/2038;5809;1;55,987.00;South;Urban;Bachelor;Single;0;31-45;Unemployed;239;Small;Small;Vegetarian;Rarely;Daily;Daily;Supermarket;No;High;Yes;No;Spoilage;Refrigeration;Yes;Low;Rarely;Rarely;Storage;Occasionally;Smart Shopping;Moderate;Successful;Vegetables;7;6
27/11/2038;5810;3;33,117.00;East;Urban;Bachelor;Divorced;2;46-60;Employed;252;Small;Medium;Non-Vegetarian;Weekly;Weekly;Weekly;Supermarket;No;High;No;Yes;Spoilage;Canning;No;Moderate;Weekly;Sometimes;Storage;Regularly;Smart Shopping;Low;Successful;Vegetables;7;3
28/11/2038;5811;4;47,767.00;North;Rural;Master;Single;3;31-45;Unemployed;127;Small;Medium;Vegetarian;Rarely;Rarely;Daily;Supermarket;Yes;Moderate;Yes;No;Portion Control;Refrigeration;Yes;High;Weekly;Sometimes;Prompt Consumption;Rarely;Reduced Portions;High;Partial;Vegetables;7;3
29/11/2038;5812;3;64,574.00;East;Urban;PhD;Divorced;2;46-60;Student;100;Large;Medium;Vegetarian;Rarely;Weekly;Monthly;Supermarket;Yes;High;No;No;Excess Purchases;Canning;No;High;Weekly;Rarely;Storage;Rarely;Smart Shopping;High;Successful;Vegetables;7;3
30/11/2038;5813;2;46,948.00;East;Urban;High School;Single;1;31-45;Unemployed;187;Small;Small;Vegetarian;Rarely;Weekly;Weekly;Supermarket;Yes;Low;Yes;No;Spoilage;Canning;Yes;High;Daily;Rarely;Storage;Rarely;Smart Shopping;High;Successful;Seafood;7;3
01/12/2038;5814;1;39,286.00;North;Rural;Bachelor;Divorced;0;31-45;Unemployed;208;Large;Small;Vegetarian;Rarely;Daily;Daily;Supermarket;Yes;High;No;No;Portion Control;Canning;No;Moderate;Daily;Rarely;Storage;Rarely;Meal Planning;Moderate;Successful;Vegetables;7;2
02/12/2038;5815;4;53,770.00;West;Urban;Bachelor;Single;3;31-45;Employed;254;Small;Small;Non-Vegetarian;Rarely;Rarely;Daily;Online;No;High;No;No;Excess Purchases;Canning;No;Moderate;Daily;Sometimes;Prompt Consumption;Regularly;Reduced Portions;High;Partial;Vegetables;7;6
03/12/2038;5816;1;71,679.00;East;Rural;Bachelor;Single;0;46-60;Employed;99;Large;Small;Vegetarian;Weekly;Daily;Monthly;Supermarket;No;Moderate;No;Yes;Spoilage;Canning;No;Low;Daily;Regularly;Storage;Regularly;Meal Planning;Low;Successful;Fruits;7;0
04/12/2038;5817;2;30,151.00;South;Urban;Master;Divorced;1;31-45;Employed;119;Medium;Small;Vegetarian;Rarely;Rarely;Daily;Supermarket;No;High;Yes;No;Portion Control;Canning;Yes;Low;Daily;Regularly;Storage;Regularly;Reduced Portions;Moderate;Partial;Seafood;7;5
05/12/2038;5818;4;64,669.00;North;Rural;Master;Divorced;3;46-60;Employed;275;Large;Medium;Non-Vegetarian;Daily;Rarely;Monthly;Supermarket;Yes;High;Yes;No;Excess Purchases;Freezing;Yes;High;Daily;Regularly;Preservation;Regularly;Smart Shopping;High;Successful;Vegetables;7;5
06/12/2038;5819;4;49,814.00;West;Urban;Master;Single;3;18-30;Student;162;Medium;Medium;Vegetarian;Rarely;Daily;Daily;Supermarket;No;Low;No;Yes;Spoilage;Refrigeration;No;High;Weekly;Rarely;Prompt Consumption;Occasionally;Meal Planning;Low;Partial;Fruits;7;5
07/12/2038;5820;5;74,571.00;East;Urban;Bachelor;Married;3;31-45;Student;260;Small;Medium;Vegetarian;Rarely;Daily;Daily;Supermarket;No;High;Yes;Yes;Spoilage;Refrigeration;Yes;Low;Rarely;Regularly;Prompt Consumption;Regularly;Reduced Portions;High;Successful;Seafood;7;4
08/12/2038;5821;3;51,680.00;South;Rural;Bachelor;Single;2;46-60;Student;286;Large;Medium;Non-Vegetarian;Daily;Rarely;Weekly;Local;No;Low;Yes;No;Spoilage;Refrigeration;Yes;Moderate;Daily;Rarely;Storage;Occasionally;Reduced Portions;Low;Successful;Seafood;7;5
09/12/2038;5822;5;34,143.00;West;Rural;Bachelor;Married;3;46-60;Employed;247;Small;Large;Vegetarian;Rarely;Daily;Daily;Supermarket;Yes;High;No;No;Portion Control;Freezing;No;High;Rarely;Sometimes;Preservation;Occasionally;Smart Shopping;High;Successful;Fruits;7;4
10/12/2038;5823;2;27,862.00;North;Urban;PhD;Divorced;1;18-30;Unemployed;171;Small;Medium;Non-Vegetarian;Daily;Weekly;Weekly;Supermarket;Yes;Moderate;Yes;No;Excess Purchases;Refrigeration;Yes;Low;Daily;Sometimes;Prompt Consumption;Rarely;Meal Planning;Low;Successful;Seafood;7;5
11/12/2038;5824;2;33,933.00;South;Urban;PhD;Married;0;46-60;Employed;245;Medium;Medium;Non-Vegetarian;Rarely;Daily;Weekly;Supermarket;Yes;Low;Yes;Yes;Spoilage;Freezing;Yes;High;Weekly;Regularly;Storage;Rarely;Reduced Portions;Moderate;Successful;Meat;7;0
12/12/2038;5825;1;43,923.00;South;Rural;PhD;Divorced;0;61;Student;286;Small;Small;Non-Vegetarian;Weekly;Weekly;Monthly;Supermarket;Yes;High;No;No;Spoilage;Refrigeration;No;Moderate;Weekly;Sometimes;Storage;Regularly;Smart Shopping;Moderate;Successful;Meat;7;3
13/12/2038;5826;5;53,215.00;East;Rural;High School;Married;3;61;Employed;259;Small;Medium;Non-Vegetarian;Rarely;Daily;Daily;Local;No;Moderate;No;No;Portion Control;Refrigeration;No;High;Daily;Sometimes;Prompt Consumption;Regularly;Meal Planning;High;Successful;Fruits;7;3
14/12/2038;5827;1;40,439.00;East;Urban;Master;Divorced;0;61;Student;21;Medium;Small;Vegetarian;Weekly;Weekly;Monthly;Supermarket;No;Low;Yes;No;Excess Purchases;Freezing;No;High;Daily;Regularly;Storage;Occasionally;Reduced Portions;Moderate;Partial;Meat;7;0
15/12/2038;5828;3;57,507.00;South;Urban;PhD;Married;1;18-30;Student;65;Medium;Small;Vegetarian;Rarely;Daily;Daily;Online;No;Low;No;No;Portion Control;Canning;No;Low;Weekly;Regularly;Prompt Consumption;Regularly;Smart Shopping;Moderate;Partial;Fruits;7;0
16/12/2038;5829;2;35,196.00;North;Rural;PhD;Married;0;61;Student;191;Large;Small;Non-Vegetarian;Rarely;Daily;Weekly;Supermarket;No;High;No;No;Spoilage;Refrigeration;No;Low;Weekly;Sometimes;Preservation;Occasionally;Meal Planning;High;Partial;Meat;7;2
17/12/2038;5830;4;31,846.00;East;Rural;High School;Single;3;18-30;Student;34;Medium;Medium;Vegetarian;Rarely;Daily;Monthly;Online;Yes;Moderate;No;Yes;Portion Control;Freezing;No;Low;Weekly;Sometimes;Prompt Consumption;Occasionally;Meal Planning;Moderate;Partial;Fruits;7;3
18/12/2038;5831;3;67,995.00;East;Rural;Bachelor;Divorced;2;46-60;Unemployed;98;Medium;Medium;Non-Vegetarian;Weekly;Weekly;Weekly;Supermarket;Yes;Moderate;Yes;Yes;Excess Purchases;Canning;Yes;Low;Rarely;Regularly;Preservation;Regularly;Reduced Portions;Low;Successful;Fruits;7;1
19/12/2038;5832;3;69,156.00;South;Rural;High School;Married;1;18-30;Unemployed;154;Large;Small;Vegetarian;Weekly;Weekly;Monthly;Supermarket;No;Low;No;No;Excess Purchases;Freezing;No;High;Weekly;Regularly;Storage;Regularly;Smart Shopping;High;Partial;Seafood;7;4
20/12/2038;5833;3;61,113.00;West;Rural;High School;Married;1;61;Unemployed;152;Medium;Small;Vegetarian;Weekly;Daily;Monthly;Supermarket;Yes;High;No;Yes;Spoilage;Canning;No;Moderate;Rarely;Rarely;Preservation;Rarely;Meal Planning;High;Partial;Fruits;7;2
21/12/2038;5834;2;31,504.00;West;Urban;Bachelor;Single;1;31-45;Unemployed;249;Large;Large;Vegetarian;Weekly;Weekly;Weekly;Supermarket;Yes;Moderate;Yes;Yes;Portion Control;Freezing;No;High;Weekly;Sometimes;Prompt Consumption;Regularly;Reduced Portions;Moderate;Not Successful;Seafood;7;5
22/12/2038;5835;1;48,397.00;West;Urban;High School;Divorced;0;18-30;Unemployed;139;Small;Medium;Non-Vegetarian;Daily;Daily;Weekly;Online;Yes;Low;No;No;Portion Control;Freezing;No;Low;Weekly;Rarely;Prompt Consumption;Rarely;Reduced Portions;High;Not Successful;Fruits;7;1
23/12/2038;5836;2;52,802.00;North;Urban;Bachelor;Divorced;1;46-60;Student;36;Large;Large;Vegetarian;Rarely;Daily;Daily;Supermarket;No;High;Yes;No;Portion Control;Canning;Yes;Moderate;Daily;Rarely;Storage;Occasionally;Reduced Portions;Low;Successful;Fruits;7;5
24/12/2038;5837;2;53,458.00;North;Urban;High School;Single;1;46-60;Unemployed;21;Small;Large;Vegetarian;Rarely;Rarely;Weekly;Local;No;Low;No;Yes;Portion Control;Canning;No;High;Rarely;Regularly;Prompt Consumption;Occasionally;Smart Shopping;Moderate;Not Successful;Fruits;7;4
25/12/2038;5838;2;57,245.00;North;Rural;PhD;Divorced;1;18-30;Student;294;Medium;Small;Vegetarian;Rarely;Rarely;Daily;Online;No;High;No;Yes;Spoilage;Freezing;No;Moderate;Daily;Rarely;Preservation;Regularly;Meal Planning;High;Partial;Seafood;7;2
